comment_id,original_comment,aspects,sentiments,confidences,aspect_count
7540,untuk gaming kok malah kaya downgrade ya pubgm cuma bisa smooth ultra sedangkan device gw skrg a smooth extreme dan semenjak update one ui android sih smooth parah tapi kalo masalah fitur desainwarna sih a cakepp paraahh sih serasa hp high class,"Network, Performance, Features, Software","positive, negative, neutral, negative","0.988, 0.982, 0.943, 0.738",4
7541,udah lama gk pake brand samsung sejak ada xiaomi maklumlah ane kelas pas an yg pengen fitur lengkap,Features,positive,0.611,1
7546,harga jauh bos nyesuain kebutuhan aj,Price,negative,0.993,1
7549,aelah jangan pesimis lah bre semoga bisa dapat dengan uang hasil jerih payah,Connectivity,negative,0.975,1
7553,btw design kameranya mirip note ultra,Design,positive,0.920,1
7570,bang mending a apa xiaomi mi di rentan harga jt,Price,neutral,0.945,1
7588,tolong kamera itu bedany apa aja wei gw kamera yg kepake kok ya,Camera,negative,0.620,1
7603,hasil kameranya lebih tajem dari hp sekelasharganya realme pro menangis,Display,positive,0.984,1
7605,romusah yaps bener bgt sekelas brand samsung aja bisa nempatin harga yg pas beda dg realme oppo yg gatau diri cuma ngandelin layar amoled hz dan watt udh overprice,"Display, BuildQuality, Design, Price","neutral, positive, positive, positive","0.839, 0.984, 0.987, 0.887",4
7606,pendakicupu tp entah kenapa gua lebih prefer ke amoled hz ya bro disamping gua ga ngerasain perbedaan yg signifikan banget hz jg bikin batre ga cepet boros,"Display, Performance, Battery","neutral, negative, positive","0.846, 0.967, 0.977",3
7607,romusah ya gabakalan jomplang bgt coba amolednya hz tapi di balik itu ada fitur ois ip samoled hz dgn harga yg sama jls samsung lebih menggoda dibanding realme yg cuma ngandelin watt,"Display, Features, Design, Price","positive, neutral, positive, neutral","0.972, 0.996, 0.972, 0.689",4
7608,pendakicupu iya gua lebih prefer ke daya tahan sih ketimbang kecepatan,Battery,positive,0.863,1
7612,mulai ada vibes²nya mkbhd,Audio,neutral,0.816,1
7613,mkbhd apaan,Audio,negative,0.997,1
7616,bang kok kualitas video fpsnya kaya kualitas fps yak sebelum netizen lain komen kaya gini juga,Camera,negative,0.916,1
7618,harga,Price,positive,0.988,1
7619,samsung galaxy note masih worth it gak bang dari segi spek beberapa ga jauh beda,Price,positive,0.897,1
7624,a ditungguin,Performance,neutral,0.440,1
7626,gak jadi beli karena kamera depannya itu ganggu sih,Camera,negative,0.995,1
7632,sama dan memorinya sudah kegemukan,Storage,neutral,0.619,1
7635,awsome screen awsome camera long lasting battery life water resistant,Display,neutral,0.937,1
7641,a kalau mau cari murah a soalnya spek g jauh amat,Price,positive,0.861,1
7646,review logitech g review logitech g review logitech g gaming headset,Performance,neutral,0.995,1
7653,bang bikin video hp terbaik awal tahun,Camera,positive,0.956,1
7657,ada nfc gak bang,"Connectivity, Features","neutral, neutral","0.986, 0.986",2
7675,yaallah semoga tahun ini bisa ganti hp ini,Performance,positive,0.901,1
7690,brp harganya,Price,neutral,0.943,1
7695,lama² samsung kok makin murah hati sama spek kalo udah gini mestinya mah ga ada pilihan buat ke bbk group sama siomay mestinya,Price,positive,0.684,1
7712,oopsss slot sim card nya hybrid wkwkwk saya kapok pake hybrid itu sudah menjadi nilai minus buat saya,Network,negative,0.799,1
7713,not bad mid range rasa flagship kalo gak butuh layar lebih gede mending a daripada a,Display,positive,0.527,1
7720,samsung a pertama is the best layar amoled ram gb sampe sekarang belum ada kendala yang berarti padahal pernah jatuh m dan waktu beli baru gak murah gak mahal an harganya ada yang sama berkat info dari chanel ini juga saya menang flash sale hp poco m ram gb gb buat adik saya terima kasih brow,"Display, Storage, Price","positive, positive, positive","0.988, 0.955, 0.876",3
7723,modul kamera s an wrna s an,Camera,neutral,0.973,1
7724,harganya brp,Price,neutral,0.914,1
7726,cieee cieeeee alhirnya masuk frame jg istrinya,BuildQuality,positive,0.896,1
7728,masih setia sama poco x nfc,"Connectivity, Features","neutral, neutral","0.958, 0.958",2
7741,sya pengguna a gb ada hal kecil tambahan di bodinya seksinya backcase bagian tengahnya kalau diketok kyak terasa kosong mengurangi fell premium ketika dipegang,Audio,negative,0.974,1
7744,fitur ip tahan air debu di a sangat berguna banget,Features,neutral,0.917,1
7745,tolong buat perbandingan hasil kamera samsung a vs redmi note pro terimakasih,Camera,neutral,0.998,1
7747,pengen beli a warna putih bagus ga ya minta saran yg elegan dan enak di pandang bang,Design,neutral,0.519,1
7751,ultras amoled ntar,Display,negative,0.991,1
7760,cuma gua aja hp yg gsamsung a yg gold smpe semoga dapet rejeki buat beli,Performance,neutral,0.825,1
7763,udah ada istri yang bisa di foto ya bang,Camera,neutral,0.996,1
7768,framenya plastik atau alumunium ya,BuildQuality,neutral,0.982,1
7769,mi lite udah mau tahun klemhanya usb c sering lepas kalo di cas,Connectivity,neutral,0.697,1
7770,apalah daya gua setia sama samsung v,Battery,positive,0.948,1
7782,om yg jadi masalah di hp itu kembarannya dr oppo dkk a layarnya yg katanya mendukung hdr tapi nggak bisa nampilin hdr di netflix prime kayaknya seru bahas hp di kelas ini karena kesamaan spesifikasinya sih sd port speaker a reno apa lagi lupa,Audio,neutral,0.988,1
7783,kalau anti air sama anti debu xperia sihh udh dr duluuuu cuma seiring zaman speak nya samsung cepat bngetttt,Performance,positive,0.989,1
7785,gue udah make worth it banget lah recommended,Price,positive,0.992,1
7786,saran kalau untuk bencmarking game jangan pakai mlbb karena ada game serupa yang punya fitur fps dan pilihan grafik yang beragam coba mungkin kayak lol wild rift yang pemainnya juga lagi berkembang supaya playernya bisa nentuin gadget yang direview layak ga buat dipakai game juga,"Performance, Features","negative, neutral","0.582, 0.986",2
7792,serius tanyasamsung a videonya bisa di resolusi p fps,Display,neutral,0.990,1
7797,bang ig nya belum di update hehe,Software,negative,0.772,1
7803,varian yg mana kak trus harga berapa hehe sorry yaa kak tanya,Price,neutral,0.697,1
7806,theburningroses kak bagus buat game ga kak dan nyaman ga untuk di pake,Performance,positive,0.737,1
7812,haidavid disini you katakata kecil pamungkas bisikbisik diakhir video yang manis divideo ini a gak beda jauhtapi harus tetap dibahas,"Camera, Performance","neutral, neutral","0.988, 0.957",2
7822,kenapa ya gua malah suka kalau bezel hp itu agak tebel gitu,BuildQuality,negative,0.992,1
7823,kenapa ya tiap review samsung kayak ga terlalu gimana gitu biasa aja harga mahal speknya kyak gitu khusus kelas mid ke bawah ya tpi klo flagship mah terbaik,Price,negative,0.998,1
7831,masih nunggu hp g yg terjangkau,Price,positive,0.983,1
7834,entah kenapa lebih suka fingerprint disamping daripada di layar,"Display, Security","negative, neutral","0.579, 0.958",2
7835,agak ribet klw org yg sering pake tangan kiri megang hp mending di layar,Display,negative,0.786,1
7837,samsung a harga juta dengan fitur ois rasanya nyesal beli reno,"Features, Price","negative, neutral","0.971, 0.943",2
7842,kurang puas sama chipset nya si di a maen pubg dapet settingan smooth extreme tpi di a cmn sampe smooth ultra padahal dari segi desain mantep bgt yg a,Design,positive,0.997,1
7846,a yg jt dgn mi t yg ada di range harga yg sama tp pake sd lebih worth it yg mana,Price,neutral,0.975,1
7852,bang di cek dong mhl nya kalo ngeunboxing hp hp lagi,Network,neutral,0.989,1
7853,a g vs a bang pliss buat peebandingannya lebih worth it mana,Price,positive,0.969,1
7854,entah kenapa kepala charger samsung kek gitu serasa kek yang murah gitu ga premium ringan juga,"Design, Price","negative, positive","0.846, 0.976",2
7859,sempet tertarik ehh hybrid auto skip lagi kecuali support esim jd smartfren gw bisa dibikin esim,Network,neutral,0.950,1
7868,harga brpa dah,Price,neutral,0.915,1
7872,next video review realme pro lengkap kakak,Camera,neutral,0.975,1
7874,anak gaming missqueen kek gw berkata mnding beli xiaomi atau realme hrga bsa sama bsa lbih murah,"Performance, Price","positive, positive","0.530, 0.990",2
7885,yang baru beli a atau a mana suara nya,Audio,negative,0.930,1
7888,berlubang tp kok anti air gimana itu bisa tolong jelasin,Audio,negative,0.997,1
7890,sangat bagus tapi sayang carger bawaanya cuma watt bezel yang agak tebal dan hpnya masih tebal,BuildQuality,neutral,0.633,1
7896,warna item terus dimanamana padahal penasaran banget sama warna yang lain,Design,negative,0.996,1
7899,klo bos ojol mo kasih pinjeman wat cicil hp ke drivernyarecomend gw hp ini fokus lbih ke anti airnya klo hujan pas lgi bwa penumpang gak perlu diplastikin dulu hpnya yg blm tentu aman pengalaman da hp rusak garagara hujan,Connectivity,negative,0.896,1
7901,ini saya gatau ya bang davidhasil rekaman nya untuk suara agak aneh gitu klo di pake di hansfree,Audio,neutral,0.997,1
7912,langkah banget warna awesome violet,Design,positive,0.993,1
7919,nonton review a pake a yang awal awal rilis dulu pas masih harga,Price,neutral,0.988,1
7933,akhirnya selfie bareng istri,Camera,neutral,0.987,1
7943,yg geter geterya itu bisa d atur kan mba d off kan,Display,neutral,0.971,1
7952,napa yak hp mid range nya samsung kek kurang buat genshin impact kek a a kebawah tapi harga nya udh lumayan paling yg enak a an keatas tapi harga nya mahal wkwk,"Performance, Price","negative, positive","0.988, 0.900",2
7955,mahal buat penghasilan ku hiiii,Price,negative,0.997,1
7966,itu video fps beneran bang bukannya sampe fps aja ya,Camera,neutral,0.951,1
7973,gas nabung beli a nunggu a harga jt kali ya,Price,neutral,0.848,1
7989,beli aja a masih worth it biasanya bulan harga samsung turun snap,Price,negative,0.522,1
7994,ui samsung joss ga nge bug v,Software,positive,0.952,1
7996,super amoled samsung galaxy a mantap betul,Display,neutral,0.972,1
8016,waw ada genshin impact,Performance,positive,0.958,1
8017,support mhl gak ya,Network,neutral,0.954,1
8022,pas sih ini pas harganya pas speknya pas desainnya,Price,positive,0.893,1
8023,emang samsung kalo a series bagusnya di harga juta,Price,positive,0.964,1
8024,layar a aamolednya banyak pelangi di sudut pandang miring,Display,negative,0.670,1
8045,msh dibawah redmi note pro harga pun beda,Price,neutral,0.820,1
8047,akhirnya ada foto istri,Camera,neutral,0.996,1
8049,kalo buat gaming mending rog,Performance,neutral,0.891,1
8050,itu pacarnya bang biasanya gak pernah foto sama pacarnya kalau gak ya calon istri hehehe,Camera,negative,0.680,1
8052,gw pke a sensor sidik jari sama sensor muka lama bangett,Security,negative,0.995,1
8072,kurangnya dari sebelumnya a adalah bezel nya a lebih tebel bezel daripada a,BuildQuality,negative,0.953,1
8089,maaf bang agak kecewa karna beberapa x tiba tiba stok dilogo alhasil ke sc hilang data smua dan bbrpa lama kumat lg,"Connectivity, Network","negative, negative","0.941, 0.941",2
8091,desain memang mirip s tpi pernah megang feel megangnya kayak hp jt an,Design,positive,0.521,1
8093,poco x nfc masih juara,"Connectivity, Features","neutral, neutral","0.904, 0.904",2
8108,versusin dong bang samsung a vs oppo reno soalnya range harganya sama pgn tau worthitan mana,Price,neutral,0.974,1
8114,tumben nudah mudahan oktober harga hp jni turun,Price,negative,0.488,1
8117,kalo peratiin video android midrange walopun udah ada ois tapi movement fpsnya tetep kerasa ga smooth ya,"Camera, Software","positive, neutral","0.761, 0.737",2
8120,galaxy a a g everyone,Display,positive,0.725,1
8127,mau xr tapi gegara ini bingung mau ios atau tetep di android,Software,neutral,0.990,1
8128,paling worth it,Price,positive,0.994,1
8136,design body belakangnya elegan banget karena doff,"BuildQuality, Design","positive, positive","0.996, 0.994",2
8137,ngga jg mas david mungkin karena range harga segitu di bombardir sama hp brand china mau ngga mau harus nambah value unique selling point nya untuk design cmfg nya samsung sudah mulai punya bahasa design sendiri untuk line up high dan mid mereka secara forming psychology dan cmfg treatment nya ngasih rasa calm premium,"Design, Price","neutral, neutral","0.881, 0.617",2
8139,dan kembalilah jati diri samsung galaxy a yang kemaren hilang,"Connectivity, Network","negative, negative","0.949, 0.949",2
8145,keren sih ini kamera low light nya suka hangout malem foto cocok nih hp,Camera,positive,0.742,1
8153,nonton ini sambil pakai a wkwk tapi sedih pengen yang violet tapi dapetnya yang hitam,Design,negative,0.973,1
8159,ga bisa rekam k,Camera,negative,0.890,1
8189,ada fitur slow mo ga bang,Features,neutral,0.967,1
8191,apakah a udh mendukung jaringan g,Network,neutral,0.980,1
8202,kaya mau mati aja layar nya udah redup redup gitu,Display,negative,0.994,1
8206,bang yang ngerasa jg kalo microphone audio pas videonya td rada mendem ga ya gak kaya samsung gitu,Audio,neutral,0.996,1
8214,dlu selfie sendiri skrg sama istri ya,Camera,neutral,0.954,1
8217,di tunggu moga harganya jt,Price,neutral,0.608,1
8232,samsung kualitas super,Display,positive,0.992,1
8235,belum yg udah di riview poco x nfc,"Connectivity, Features","neutral, neutral","0.994, 0.994",2
8244,review hp sekarang udh ada yang diajak selfie,Camera,neutral,0.989,1
8246,bang ketika lu nyobain hasil videonya yg p fps tp video youtube lu belum upload ke fps tolonglah next upload ke fps biar gk sia reviewnya kurang maksimal aja rasanya,Camera,neutral,0.899,1
8254,harga,Price,positive,0.988,1
8258,david kayaknya sudah tidak ada yg bisa di minta lebih ya dari layarnya udah cakep banget xiomi harga segitu kita sudah amoled hz,"Display, Price","negative, positive","0.993, 0.995",2
8266,bang knpa si suara lu semberrrr,Audio,negative,0.995,1
8267,nunggu video ini udh kek purnama lamanya lama bgt akhirnya tayang jugaa a nya jgn bikin lama nunggu ya bg,Camera,neutral,0.970,1
8272,bang david penggemar one piece,Software,neutral,0.823,1
8279,iklan snack video g ada gunanyasnack video juga g bisa dibukaapa yang kalian harapkan,Camera,negative,0.983,1
8283,sama bang a yg udah diupdate software nya,Software,neutral,0.987,1
8288,bang coba a nya di pake main game dalem air,Performance,neutral,0.966,1
8292,keluhannya bukan itu tapi kualitas getarannya yang kaya hp murah coba deh bandingin getaran hp sejutaan sama iphone atau samsung flagship pasti beda,"BuildQuality, Price","negative, negative","0.963, 0.941",2
8307,berharap review warnanya selain hitam tp y sudahlah,Design,negative,0.510,1
8324,masih setia nonton pakek a walau udah setahun lebih belom baret body tipis performa cukup lah buat sewajarnya,"Performance, Design","positive, positive","0.805, 0.917",2
8330,yaelah bang pake core lah kali² masa main suprot rapaela,Software,negative,0.912,1
8349,barusan pegang a warna ungu di konter ajib banget lebarnya kerasa sedikit lebih kecil dr a eh tp dr segi harga lebih worth a apa a si bang,"Design, Price","neutral, positive","0.996, 0.992",2
8366,worth ini apa s fe,Price,negative,0.957,1
8367,wehh k uploadnya,Display,neutral,0.906,1
8374,yang tau nama game nya dong tolong coment,Performance,neutral,0.956,1
8375,gensin impek,Design,negative,0.879,1
8379,mas david saya req konten selanjutnya hp yg enak buat ngegame tapi bukan hp khusus kayak rog black shark dll untuk harga diurutin aja dari termahal sampe termurah,"Network, Price","positive, neutral","0.962, 0.988",2
8380,apalah daya masih stay di a belum ada kesempatan ganti device,Battery,negative,0.883,1
8384,g lumayan si aku genshin impact sampai ar pakai hp sd g memang kalau ulti venti sama infuse element ada frame drop dikit hahhaha,"Audio, BuildQuality, Performance","negative, negative, positive","0.739, 0.770, 0.988",3
8389,gua pake reno masih nyaman bgt bgt bgt si layar anti poni club,Display,positive,0.919,1
